Image_Name,Start_x,Start_y,End_x,End_y,Car_Name,Orig_img_height,Orig_img_width,Image_Path
02218.jpg,524.0,542.0,1060.0,773.0,Mercedes-Benz E-Class Sedan 2012,938,1500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz E-Class Sedan 2012/02218.jpg
02219.jpg,40.0,16.0,401.0,254.0,Dodge Charger SRT-8 2009,330,440,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Charger SRT-8 2009/02219.jpg
02220.jpg,23.0,113.0,630.0,425.0,Dodge Challenger SRT8 2011,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Challenger SRT8 2011/02220.jpg
02221.jpg,41.0,99.0,454.0,309.0,GMC Canyon Extended Cab 2012,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Canyon Extended Cab 2012/02221.jpg
02222.jpg,88.0,33.0,580.0,347.0,Jeep Grand Cherokee SUV 2012,375,625,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Jeep Grand Cherokee SUV 2012/02222.jpg
02223.jpg,214.0,492.0,1345.0,967.0,Acura RL Sedan 2012,1067,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Acura RL Sedan 2012/02223.jpg
02224.jpg,152.0,144.0,1213.0,634.0,Lamborghini Gallardo LP 570-4 Superleggera 2012,782,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lamborghini Gallardo LP 570-4 Superleggera 2012/02224.jpg
02225.jpg,46.0,55.0,665.0,391.0,Chevrolet Cobalt SS 2010,469,700,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Cobalt SS 2010/02225.jpg
02226.jpg,10.0,31.0,268.0,135.0,GMC Savana Van 2012,166,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Savana Van 2012/02226.jpg
02227.jpg,72.0,214.0,976.0,723.0,Ford Fiesta Sedan 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Fiesta Sedan 2012/02227.jpg
02228.jpg,1.0,1.0,611.0,469.0,Dodge Sprinter Cargo Van 2009,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Sprinter Cargo Van 2009/02228.jpg
02229.jpg,10.0,41.0,628.0,410.0,Cadillac Escalade EXT Crew Cab 2007,472,630,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Cadillac Escalade EXT Crew Cab 2007/02229.jpg
02230.jpg,23.0,19.0,279.0,162.0,Ford Edge SUV 2012,166,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Edge SUV 2012/02230.jpg
02231.jpg,55.0,102.0,469.0,297.0,BMW 1 Series Coupe 2012,333,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 1 Series Coupe 2012/02231.jpg
02232.jpg,39.0,203.0,728.0,477.0,Aston Martin Virage Convertible 2012,492,786,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Aston Martin Virage Convertible 2012/02232.jpg
02233.jpg,34.0,79.0,470.0,313.0,Dodge Dakota Club Cab 2007,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Dakota Club Cab 2007/02233.jpg
02234.jpg,33.0,13.0,426.0,317.0,Spyker C8 Coupe 2009,326,460,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Spyker C8 Coupe 2009/02234.jpg
02235.jpg,30.0,95.0,368.0,207.0,BMW M6 Convertible 2010,300,400,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M6 Convertible 2010/02235.jpg
02236.jpg,15.0,60.0,589.0,316.0,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,399,600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Hybrid Crew Cab 2012/02236.jpg
02237.jpg,52.0,59.0,279.0,189.0,BMW X3 SUV 2012,199,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW X3 SUV 2012/02237.jpg
02238.jpg,16.0,65.0,264.0,200.0,Lincoln Town Car Sedan 2011,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lincoln Town Car Sedan 2011/02238.jpg
02239.jpg,19.0,15.0,602.0,452.0,Chevrolet Corvette Ron Fellows Edition Z06 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Corvette Ron Fellows Edition Z06 2007/02239.jpg
02240.jpg,469.0,638.0,1596.0,1293.0,Mercedes-Benz SL-Class Coupe 2009,1440,1920,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz SL-Class Coupe 2009/02240.jpg
02241.jpg,63.0,71.0,969.0,619.0,Mitsubishi Lancer Sedan 2012,680,1021,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mitsubishi Lancer Sedan 2012/02241.jpg
02242.jpg,61.0,280.0,1882.0,970.0,Dodge Challenger SRT8 2011,1200,1920,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Challenger SRT8 2011/02242.jpg
02243.jpg,7.0,18.0,288.0,173.0,Bentley Continental GT Coupe 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bentley Continental GT Coupe 2012/02243.jpg
02244.jpg,7.0,47.0,252.0,161.0,Dodge Dakota Club Cab 2007,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Dakota Club Cab 2007/02244.jpg
02245.jpg,645.0,634.0,1525.0,980.0,Aston Martin V8 Vantage Convertible 2012,1060,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Aston Martin V8 Vantage Convertible 2012/02245.jpg
02246.jpg,27.0,21.0,228.0,170.0,BMW 3 Series Sedan 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 3 Series Sedan 2012/02246.jpg
02247.jpg,28.0,54.0,588.0,367.0,McLaren MP4-12C Coupe 2012,405,628,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/McLaren MP4-12C Coupe 2012/02247.jpg
02248.jpg,20.0,11.0,281.0,185.0,Jeep Grand Cherokee SUV 2012,224,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Jeep Grand Cherokee SUV 2012/02248.jpg
02249.jpg,18.0,88.0,282.0,180.0,BMW 1 Series Convertible 2012,214,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 1 Series Convertible 2012/02249.jpg
02250.jpg,13.0,24.0,233.0,165.0,BMW 3 Series Sedan 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 3 Series Sedan 2012/02250.jpg
02251.jpg,173.0,52.0,817.0,479.0,Nissan NV Passenger Van 2012,576,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan NV Passenger Van 2012/02251.jpg
02252.jpg,64.0,257.0,656.0,570.0,Ford Freestar Minivan 2007,700,700,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Freestar Minivan 2007/02252.jpg
02253.jpg,29.0,52.0,582.0,403.0,Aston Martin Virage Convertible 2012,456,608,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Aston Martin Virage Convertible 2012/02253.jpg
02254.jpg,42.0,168.0,592.0,424.0,Honda Odyssey Minivan 2007,468,625,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Honda Odyssey Minivan 2007/02254.jpg
02255.jpg,110.0,34.0,909.0,698.0,GMC Yukon Hybrid SUV 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Yukon Hybrid SUV 2012/02255.jpg
02256.jpg,75.0,213.0,634.0,469.0,BMW M6 Convertible 2010,600,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M6 Convertible 2010/02256.jpg
02257.jpg,8.0,21.0,776.0,512.0,Chevrolet Express Van 2007,531,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Express Van 2007/02257.jpg
02258.jpg,82.0,105.0,418.0,280.0,Audi TT Hatchback 2011,354,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi TT Hatchback 2011/02258.jpg
02259.jpg,34.0,50.0,246.0,221.0,Ford F-150 Regular Cab 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford F-150 Regular Cab 2012/02259.jpg
02260.jpg,122.0,39.0,564.0,402.0,Mercedes-Benz S-Class Sedan 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz S-Class Sedan 2012/02260.jpg
02261.jpg,366.0,112.0,1216.0,692.0,BMW 3 Series Sedan 2012,768,1366,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 3 Series Sedan 2012/02261.jpg
02262.jpg,20.0,63.0,436.0,254.0,Bentley Continental Flying Spur Sedan 2007,266,450,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bentley Continental Flying Spur Sedan 2007/02262.jpg
02263.jpg,121.0,211.0,691.0,462.0,Audi TTS Coupe 2012,600,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi TTS Coupe 2012/02263.jpg
02264.jpg,13.0,22.0,466.0,342.0,Hyundai Veloster Hatchback 2012,356,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Veloster Hatchback 2012/02264.jpg
02265.jpg,116.0,148.0,1070.0,728.0,Chevrolet Sonic Sedan 2012,782,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Sonic Sedan 2012/02265.jpg
02266.jpg,17.0,37.0,268.0,163.0,Mercedes-Benz C-Class Sedan 2012,177,285,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz C-Class Sedan 2012/02266.jpg
02267.jpg,12.0,18.0,113.0,78.0,AM General Hummer SUV 2000,83,124,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/AM General Hummer SUV 2000/02267.jpg
02268.jpg,14.0,53.0,250.0,143.0,Chrysler Crossfire Convertible 2008,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler Crossfire Convertible 2008/02268.jpg
02269.jpg,18.0,115.0,1107.0,1546.0,Lamborghini Reventon Coupe 2008,1689,1250,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lamborghini Reventon Coupe 2008/02269.jpg
02270.jpg,42.0,12.0,547.0,220.0,Bentley Continental Supersports Conv. Convertible 2012,220,590,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bentley Continental Supersports Conv. Convertible 2012/02270.jpg
02271.jpg,84.0,235.0,1521.0,922.0,Lamborghini Aventador Coupe 2012,1065,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lamborghini Aventador Coupe 2012/02271.jpg
02272.jpg,3.0,30.0,243.0,162.0,Ford Mustang Convertible 2007,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Mustang Convertible 2007/02272.jpg
02273.jpg,218.0,383.0,722.0,545.0,Lamborghini Reventon Coupe 2008,590,786,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lamborghini Reventon Coupe 2008/02273.jpg
02274.jpg,45.0,138.0,605.0,445.0,Land Rover LR2 SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Land Rover LR2 SUV 2012/02274.jpg
02275.jpg,33.0,73.0,606.0,411.0,Land Rover LR2 SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Land Rover LR2 SUV 2012/02275.jpg
02276.jpg,10.0,1.0,484.0,246.0,Ford Fiesta Sedan 2012,255,496,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Fiesta Sedan 2012/02276.jpg
02277.jpg,31.0,128.0,398.0,302.0,Nissan NV Passenger Van 2012,335,595,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan NV Passenger Van 2012/02277.jpg
02278.jpg,30.0,114.0,606.0,449.0,Nissan Leaf Hatchback 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Leaf Hatchback 2012/02278.jpg
02279.jpg,61.0,89.0,448.0,334.0,Ford F-450 Super Duty Crew Cab 2012,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford F-450 Super Duty Crew Cab 2012/02279.jpg
02280.jpg,127.0,117.0,616.0,408.0,GMC Savana Van 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Savana Van 2012/02280.jpg
02281.jpg,15.0,61.0,491.0,310.0,Audi R8 Coupe 2012,375,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi R8 Coupe 2012/02281.jpg
02282.jpg,66.0,303.0,931.0,537.0,Bugatti Veyron 16.4 Convertible 2009,603,986,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bugatti Veyron 16.4 Convertible 2009/02282.jpg
02283.jpg,24.0,103.0,561.0,387.0,Chevrolet Camaro Convertible 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Camaro Convertible 2012/02283.jpg
02284.jpg,141.0,258.0,642.0,614.0,Dodge Challenger SRT8 2011,677,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Challenger SRT8 2011/02284.jpg
02285.jpg,47.0,198.0,654.0,647.0,Chevrolet Express Cargo Van 2007,929,955,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Express Cargo Van 2007/02285.jpg
02286.jpg,49.0,167.0,467.0,350.0,Audi S5 Coupe 2012,390,510,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi S5 Coupe 2012/02286.jpg
02287.jpg,48.0,155.0,589.0,362.0,Chevrolet Cobalt SS 2010,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Cobalt SS 2010/02287.jpg
02288.jpg,576.0,597.0,1531.0,951.0,Chrysler 300 SRT-8 2010,1059,1599,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler 300 SRT-8 2010/02288.jpg
02289.jpg,17.0,98.0,417.0,244.0,Fisker Karma Sedan 2012,273,450,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Fisker Karma Sedan 2012/02289.jpg
02290.jpg,30.0,85.0,674.0,416.0,Suzuki Kizashi Sedan 2012,464,700,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Suzuki Kizashi Sedan 2012/02290.jpg
02291.jpg,103.0,149.0,503.0,322.0,Volvo C30 Hatchback 2012,399,600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volvo C30 Hatchback 2012/02291.jpg
02292.jpg,104.0,111.0,518.0,378.0,Isuzu Ascender SUV 2008,479,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Isuzu Ascender SUV 2008/02292.jpg
02293.jpg,6.0,69.0,279.0,172.0,Chrysler Town and Country Minivan 2012,214,285,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler Town and Country Minivan 2012/02293.jpg
02294.jpg,62.0,77.0,560.0,379.0,Cadillac SRX SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Cadillac SRX SUV 2012/02294.jpg
02295.jpg,114.0,36.0,522.0,411.0,Rolls-Royce Phantom Sedan 2012,455,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Rolls-Royce Phantom Sedan 2012/02295.jpg
02296.jpg,158.0,58.0,810.0,457.0,Hyundai Azera Sedan 2012,480,900,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Azera Sedan 2012/02296.jpg
02297.jpg,46.0,349.0,1501.0,1054.0,Ford GT Coupe 2006,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford GT Coupe 2006/02297.jpg
02298.jpg,41.0,9.0,687.0,437.0,Suzuki SX4 Hatchback 2012,469,750,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Suzuki SX4 Hatchback 2012/02298.jpg
02299.jpg,75.0,5.0,505.0,371.0,Chrysler Town and Country Minivan 2012,371,590,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler Town and Country Minivan 2012/02299.jpg
02300.jpg,10.0,47.0,253.0,148.0,Volkswagen Golf Hatchback 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volkswagen Golf Hatchback 2012/02300.jpg
02301.jpg,24.0,69.0,283.0,164.0,Audi 100 Wagon 1994,219,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi 100 Wagon 1994/02301.jpg
02302.jpg,50.0,81.0,275.0,198.0,Audi S5 Convertible 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi S5 Convertible 2012/02302.jpg
02303.jpg,101.0,38.0,600.0,333.0,Chrysler 300 SRT-8 2010,380,687,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler 300 SRT-8 2010/02303.jpg
02304.jpg,57.0,22.0,409.0,226.0,Volvo XC90 SUV 2007,250,450,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volvo XC90 SUV 2007/02304.jpg
02305.jpg,1.0,53.0,639.0,480.0,Chevrolet Silverado 1500 Classic Extended Cab 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Classic Extended Cab 2007/02305.jpg
02306.jpg,31.0,21.0,258.0,171.0,Aston Martin V8 Vantage Convertible 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Aston Martin V8 Vantage Convertible 2012/02306.jpg
02307.jpg,18.0,29.0,385.0,300.0,Dodge Dakota Crew Cab 2010,300,400,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Dakota Crew Cab 2010/02307.jpg
02308.jpg,39.0,9.0,722.0,295.0,Rolls-Royce Ghost Sedan 2012,344,728,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Rolls-Royce Ghost Sedan 2012/02308.jpg
02309.jpg,163.0,84.0,913.0,529.0,BMW M3 Coupe 2012,640,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M3 Coupe 2012/02309.jpg
02310.jpg,283.0,333.0,2049.0,1305.0,Eagle Talon Hatchback 1998,1682,2539,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Eagle Talon Hatchback 1998/02310.jpg
02311.jpg,2.0,13.0,92.0,49.0,Geo Metro Convertible 1993,69,92,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Geo Metro Convertible 1993/02311.jpg
02312.jpg,19.0,108.0,477.0,297.0,Dodge Challenger SRT8 2011,333,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Challenger SRT8 2011/02312.jpg
02313.jpg,36.0,99.0,438.0,303.0,Dodge Charger SRT-8 2009,375,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Charger SRT-8 2009/02313.jpg
02314.jpg,37.0,341.0,1020.0,720.0,Mercedes-Benz E-Class Sedan 2012,721,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz E-Class Sedan 2012/02314.jpg
02315.jpg,50.0,96.0,265.0,190.0,Dodge Dakota Crew Cab 2010,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Dakota Crew Cab 2010/02315.jpg
02316.jpg,24.0,102.0,583.0,441.0,GMC Canyon Extended Cab 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Canyon Extended Cab 2012/02316.jpg
02317.jpg,1.0,16.0,212.0,134.0,Mercedes-Benz 300-Class Convertible 1993,159,212,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz 300-Class Convertible 1993/02317.jpg
02318.jpg,20.0,103.0,607.0,426.0,Toyota Camry Sedan 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Toyota Camry Sedan 2012/02318.jpg
02319.jpg,49.0,30.0,930.0,612.0,BMW M3 Coupe 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M3 Coupe 2012/02319.jpg
02320.jpg,30.0,41.0,226.0,169.0,Hyundai Santa Fe SUV 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Santa Fe SUV 2012/02320.jpg
02321.jpg,50.0,52.0,628.0,447.0,Hyundai Elantra Touring Hatchback 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Elantra Touring Hatchback 2012/02321.jpg
02322.jpg,43.0,102.0,588.0,470.0,Chevrolet Traverse SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Traverse SUV 2012/02322.jpg
02323.jpg,66.0,70.0,522.0,297.0,Ferrari California Convertible 2012,390,586,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ferrari California Convertible 2012/02323.jpg
02324.jpg,2.0,35.0,243.0,166.0,Dodge Sprinter Cargo Van 2009,194,260,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Sprinter Cargo Van 2009/02324.jpg
02325.jpg,7.0,257.0,1191.0,771.0,Nissan Leaf Hatchback 2012,800,1200,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Leaf Hatchback 2012/02325.jpg
02326.jpg,36.0,128.0,608.0,372.0,Daewoo Nubira Wagon 2002,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Daewoo Nubira Wagon 2002/02326.jpg
02327.jpg,8.0,22.0,250.0,183.0,Ford F-150 Regular Cab 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford F-150 Regular Cab 2012/02327.jpg
02328.jpg,41.0,327.0,1011.0,671.0,Spyker C8 Convertible 2009,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Spyker C8 Convertible 2009/02328.jpg
02329.jpg,165.0,5.0,600.0,260.0,Buick Rainier SUV 2007,260,785,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Buick Rainier SUV 2007/02329.jpg
02330.jpg,5.0,1.0,231.0,104.0,Cadillac Escalade EXT Crew Cab 2007,104,231,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Cadillac Escalade EXT Crew Cab 2007/02330.jpg
02331.jpg,104.0,249.0,754.0,578.0,Nissan Leaf Hatchback 2012,720,1080,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Leaf Hatchback 2012/02331.jpg
02332.jpg,4.0,69.0,539.0,292.0,Ford Fiesta Sedan 2012,304,540,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Fiesta Sedan 2012/02332.jpg
02333.jpg,413.0,255.0,1206.0,671.0,Jeep Patriot SUV 2012,853,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Jeep Patriot SUV 2012/02333.jpg
02334.jpg,5.0,55.0,258.0,152.0,Audi TT Hatchback 2011,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi TT Hatchback 2011/02334.jpg
02335.jpg,32.0,95.0,586.0,347.0,Volkswagen Golf Hatchback 1991,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volkswagen Golf Hatchback 1991/02335.jpg
02336.jpg,62.0,74.0,614.0,402.0,Audi S4 Sedan 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi S4 Sedan 2007/02336.jpg
02337.jpg,33.0,130.0,602.0,363.0,Land Rover Range Rover SUV 2012,418,630,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Land Rover Range Rover SUV 2012/02337.jpg
02338.jpg,71.0,129.0,403.0,312.0,Lamborghini Reventon Coupe 2008,324,468,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lamborghini Reventon Coupe 2008/02338.jpg
02339.jpg,10.0,13.0,249.0,181.0,Volkswagen Golf Hatchback 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volkswagen Golf Hatchback 2012/02339.jpg
02340.jpg,14.0,109.0,627.0,348.0,Chevrolet Silverado 1500 Extended Cab 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Extended Cab 2012/02340.jpg
02341.jpg,37.0,102.0,589.0,458.0,Daewoo Nubira Wagon 2002,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Daewoo Nubira Wagon 2002/02341.jpg
02342.jpg,4.0,50.0,252.0,160.0,Chrysler Crossfire Convertible 2008,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler Crossfire Convertible 2008/02342.jpg
02343.jpg,22.0,22.0,597.0,425.0,Chevrolet Silverado 1500 Extended Cab 2012,468,625,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Extended Cab 2012/02343.jpg
02344.jpg,18.0,39.0,615.0,425.0,Jeep Liberty SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Jeep Liberty SUV 2012/02344.jpg
02345.jpg,15.0,82.0,435.0,271.0,Audi A5 Coupe 2012,301,450,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi A5 Coupe 2012/02345.jpg
02346.jpg,37.0,67.0,586.0,401.0,Suzuki SX4 Sedan 2012,468,625,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Suzuki SX4 Sedan 2012/02346.jpg
02347.jpg,34.0,50.0,212.0,145.0,Honda Accord Coupe 2012,194,260,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Honda Accord Coupe 2012/02347.jpg
02348.jpg,1.0,16.0,251.0,178.0,Cadillac CTS-V Sedan 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Cadillac CTS-V Sedan 2012/02348.jpg
02349.jpg,81.0,160.0,635.0,435.0,Nissan Leaf Hatchback 2012,469,750,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Leaf Hatchback 2012/02349.jpg
02350.jpg,43.0,1.0,589.0,458.0,Dodge Caravan Minivan 1997,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Caravan Minivan 1997/02350.jpg
02351.jpg,21.0,161.0,427.0,332.0,Chevrolet Monte Carlo Coupe 2007,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Monte Carlo Coupe 2007/02351.jpg
02352.jpg,609.0,9.0,3986.0,3039.0,Ford Freestar Minivan 2007,3240,4320,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Freestar Minivan 2007/02352.jpg
02353.jpg,24.0,96.0,611.0,385.0,Dodge Dakota Club Cab 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Dakota Club Cab 2007/02353.jpg
02354.jpg,6.0,38.0,126.0,91.0,Mercedes-Benz 300-Class Convertible 1993,96,128,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz 300-Class Convertible 1993/02354.jpg
02355.jpg,67.0,224.0,1206.0,789.0,Hyundai Sonata Hybrid Sedan 2012,850,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Sonata Hybrid Sedan 2012/02355.jpg
02356.jpg,7.0,43.0,295.0,190.0,Audi A5 Coupe 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi A5 Coupe 2012/02356.jpg
02357.jpg,78.0,84.0,457.0,292.0,Rolls-Royce Phantom Drophead Coupe Convertible 2012,333,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Rolls-Royce Phantom Drophead Coupe Convertible 2012/02357.jpg
